,KODE,NAMA BAHAN,SUMBER,Food Group,Type,AIR (g),ENERGI (Kal),PROTEIN (g),LEMAK (g),KH (g),SERAT (g),ABU (g),KALSIUM (mg),FOSFOR (mg),BESI (mg),NATRIUM (mg),KALIUM (mg),TEMBAGA(mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR -TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT_C (mg),Unnamed: 24
992,BP037,Keripik singkong,KZGPI- 1990,umbi berpati,processed food,4.2,478.0,0.9,20.7,72.0,2.0,2.2,189.0,101.0,1.9,,,,,0.0,0.0,0.0,0.24,,,0.0,100.0
993,BP038,"Keripik singkong
berbumbu",KZGPI- 1990,umbi berpati,processed food,2.2,481.0,2.2,19.7,73.6,1.6,2.3,156.0,103.0,1.6,,,,,0.0,,80.0,0.31,,,0.0,100.0
994,BP039,Keripik ubi,KZGMI-2001,umbi berpati,processed food,6.0,486.0,0.2,23.9,67.6,14.3,2.3,68.0,92.0,0.9,52.0,2,0.7,2.3,0.0,920.0,,0.1,0.1,0.5,0.0,100.0
995,BP040,Kerupuk cumi goreng,KZGMI-2001,umbi berpati,processed food,3.4,444.0,6.9,14.6,71.3,5.0,3.8,47.0,375.0,1.8,837.0,191,0.1,0.3,,,,0.4,0.1,1.8,0.0,100.0
996,BP041,"Kerupuk kemplang
(ikan) mentah",KZGMI-2001,umbi berpati,processed food,14.2,325.0,1.8,0.4,78.5,4.5,5.1,59.0,268.0,2.3,1123.0,273,0.2,0.5,32.0,0.0,,0.6,0.1,2.3,0.0,100.0
997,BP042,"Kerupuk kemplang
goreng",KZGPI- 1990,umbi berpati,processed food,5.8,504.0,5.6,28.1,57.1,0.3,3.4,50.0,94.0,2.9,,,,,6.0,,280.0,0.31,,,0.0,100.0
998,BP043,"Kerupuk kemplang
panggang",KZGPI- 1990,umbi berpati,processed food,9.4,356.0,9.7,1.1,76.9,1.0,3.0,62.0,129.0,2.9,,,,,7.0,,280.0,0.36,,,0.0,100.0
999,BP044,"Kerupuk mie kuning
goreng",KZGPI- 1990,umbi berpati,processed food,7.2,476.0,0.1,21.1,71.3,4.2,0.3,57.0,36.0,4.6,,109,0.1,0.2,0.0,,333.0,0.22,0.0,0.9,0.0,100.0
1000,BP045,Kerupuk udang goreng,KZGMI-2001,umbi berpati,processed food,4.4,477.0,4.7,20.5,68.5,5.0,1.9,24.0,188.0,0.9,449.0,109,0.1,0.2,,0.0,,0.2,0.0,0.9,0.0,100.0
1001,BP046,Kue bangket,KZGMI-2001,umbi berpati,processed food,16.1,338.0,1.5,1.2,80.3,,0.9,34.0,35.0,0.3,67.0,0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,,100.0
1002,BP047,Kue putu singkong,KZGMI-2001,umbi berpati,processed food,44.2,217.0,1.2,0.5,53.2,2.4,0.9,48.0,68.0,1.5,3.0,305,,,,0.0,0.0,0.1,0.1,0.8,,100.0
1003,BP048,Lanting getuk,KZGPI- 1990,umbi berpati,processed food,4.2,422.0,0.9,10.8,80.4,1.4,3.8,206.0,104.0,3.6,,,,,0.0,,0.0,0.43,,,0.0,100.0
1004,BP049,Mi golosor,KZGPI- 1990,umbi berpati,processed food,82.9,71.0,0.2,0.8,15.9,0.1,0.2,117.0,5.0,0.2,,,,,0.0,,112.0,0.05,0.02,0.0,0.0,100.0
1005,BP050,Mie Bendo,BKP,umbi berpati,processed food,11.5,353.0,0.3,0.0,88.0,2.4,0.2,28.0,14.0,2.8,9.0,49.2,0.5,0.1,,2.0,0.0,0.02,0.0,0.1,0.0,100.0
1006,BP051,Mie Sagu,BKP,umbi berpati,processed food,52.8,190.0,0.2,0.4,46.5,1.4,0.1,8.0,7.0,0.3,10.0,2.6,0.1,0.0,,2.0,0.0,0.0,0.4,0.0,0.0,100.0
1007,BP052,Ongol-ongol sagu,KZGPI- 1990,umbi berpati,processed food,75.3,111.0,0.3,2.7,21.2,0.3,0.5,79.0,15.0,1.7,,,,,0.0,,0.0,0.06,,,0.0,100.0
1008,BP053,Oyek,BKP,umbi berpati,processed food,12.6,351.0,0.9,0.9,84.9,4.3,0.7,60.0,36.0,2.1,5.0,229,0.1,0.5,,0.0,0.0,0.02,0.02,0.5,0.0,100.0
1009,BP054,Papeda,KZGMI-2001,umbi berpati,processed food,84.8,61.0,0.2,0.1,14.9,0.5,0.1,3.0,1.0,0.2,4.0,20,0.1,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0
1010,BP055,Rasbi (Beras Ubi),BKP,umbi berpati,processed food,11.1,394.0,2.2,8.8,76.6,6.8,1.3,68.0,76.0,1.6,165.0,388,0.4,0.4,,0.0,0.0,0.02,0.3,1.2,0.0,100.0
1011,BP056,Rasi (Beras Singkong),BKP,umbi berpati,processed food,12.6,350.0,0.9,0.4,85.7,14.4,0.5,42.0,21.0,1.5,8.0,14,0.3,0.5,,0.0,0.0,0.02,0.02,0.4,0.0,100.0
1012,BP057,Sagu forno,KZGMI-2001,umbi berpati,processed food,31.5,291.0,0.5,4.0,63.4,,0.6,10.0,20.0,0.8,40.0,50,0.1,0.2,0.0,0.0,0.0,,,,0.0,100.0
1013,BP058,"Sagu Lemak (Kue
Sagon)",BKP,umbi berpati,processed food,4.3,452.0,2.8,14.8,76.8,1.1,0.7,15.0,39.0,1.1,182.0,52.7,0.04,0.8,,1220.0,0.0,0.32,0.04,0.1,0.0,100.0
1014,BP059,Sagu manis,KZGMI-2001,umbi berpati,processed food,32.6,287.0,0.5,3.9,62.4,,0.6,8.0,17.0,0.7,34.0,42,0.1,0.2,0.0,0.0,0.0,,,,0.0,100.0
1015,BP060,Sagu Rendang,BKP,umbi berpati,processed food,8.2,364.0,0.1,0.2,90.5,1.9,1.0,13.0,9.0,3.9,42.0,15.1,0.1,0.1,,0.0,0.0,0.02,0.6,0.8,0.0,100.0
1016,BP061,Sagu sinole,KZGMI-2001,umbi berpati,processed food,22.0,354.0,0.8,8.3,68.9,,0.1,10.0,30.0,0.8,30.0,11,0.2,0.3,0.0,0.0,0.0,,,,0.0,100.0
1017,BP062,"Serimping talas
kebumen",KZGPI- 1990,umbi berpati,processed food,4.8,478.0,2.5,21.2,69.2,1.7,2.3,112.0,118.0,2.3,,,,,0.0,,0.0,0.25,,,0.0,100.0
1018,BP063,Tapai singkong,KZGPI- 1990,umbi berpati,processed food,57.4,169.0,1.4,0.3,40.2,2.0,0.7,21.0,34.0,0.8,,,,,0.0,0.0,0.0,0.0,,,9.0,100.0
1019,BP064,Tepung Arrowroot,DABM- 1964,umbi berpati,processed food,13.6,355.0,0.7,0.2,85.2,0.4,0.3,8.0,22.0,1.5,2.0,10.7,0.0,0.1,,20.0,3.0,0.09,0.0,0.0,0.0,100.0
1020,BP065,Tepung Ganyong,BKP,umbi berpati,processed food,13.6,353.0,0.8,1.7,83.6,0.7,0.3,4.0,31.0,3.3,3.0,63.5,0.1,0.3,,0.0,0.0,0.02,0.0,0.9,1.0,100.0
1021,BP066,Tepung Gaplek,BKP,umbi berpati,processed food,13.0,345.0,2.4,0.4,83.1,6.7,1.1,18.0,95.0,1.5,6.0,55,0.4,1.2,,1.0,0.0,0.3,0.2,0.1,0.0,100.0
1022,BP067,"Tepung kentang,
kering",DABM- 1964,umbi berpati,processed food,13.0,347.0,0.3,0.1,85.6,0.4,1.0,20.0,30.0,0.5,51.0,156.3,0.2,0.5,,0.0,0.0,0.04,0.0,0.4,0.0,100.0
1023,BP068,Tepung Mocaf,BKP,umbi berpati,processed food,11.9,350.0,1.2,0.6,85.0,6.0,1.3,60.0,64.0,15.8,8.0,403,0.1,0.6,,0.0,0.0,0.02,0.02,0.7,2.0,100.0
1024,BP069,Tepung Sente,BKP,umbi berpati,processed food,15.3,326.0,4.0,0.4,76.7,8.5,3.6,41.0,141.0,3.5,14.0,"1602.
0",0.4,1.4,,0.0,0.0,0.02,0.2,7.7,0.0,100.0
1025,BP070,"Tepung singkong/
Tapioka",DABM- 1964,umbi berpati,processed food,9.1,363.0,1.1,0.5,88.2,0.9,1.1,84.0,125.0,1.0,1.0,7.1,0.0,0.1,,0.0,,0.04,0.0,0.4,0.0,100.0
1026,BP071,Tepung Tales Beneng,BKP,umbi berpati,processed food,12.2,332.0,5.7,0.6,76.1,12.2,5.5,59.0,302.0,10.7,7.0,"1404.
0",0.8,6.2,,0.0,0.0,0.02,0.1,0.3,0.0,100.0
1027,BP072,Tepung Ubi Ungu,BKP,umbi berpati,processed food,9.4,354.0,2.8,0.6,84.4,12.9,2.8,89.0,125.0,3.9,42.0,940,0.8,0.6,,0.0,0.0,0.4,0.02,0.0,0.0,100.0
1028,BP073,Tiwul,BKP,umbi berpati,processed food,11.2,353.0,2.4,1.1,83.4,6.5,1.6,55.0,95.0,4.7,5.0,670,0.2,0.8,,0.0,0.0,0.02,0.02,0.1,3.0,100.0
1029,BP074,Tiwul Instan,BKP,umbi berpati,processed food,9.1,395.0,3.2,8.5,76.5,4.2,2.7,81.0,81.0,5.8,377.0,469,2.1,1.2,,0.0,0.0,0.4,0.2,0.2,4.0,100.0
1030,BP075,Ubi Cilembu,BKP,umbi berpati,processed food,52.7,186.0,1.9,0.2,44.3,3.4,0.9,37.0,51.0,0.6,1.0,61.9,0.1,0.2,,26.0,0.0,0.02,0.2,0.0,0.0,89.6
1031,BP076,Uli batatas,KZGMI-2001,umbi berpati,processed food,66.5,150.0,1.1,4.0,27.4,,1.0,,23.0,0.1,6.0,112,0.1,0.2,0.0,0.0,0.0,0.53,0.0,1.3,0.0,100.0
